preco,taxa,km/l,km
10495,125,26,68038
7699,0,38,55141
11999,0,29,89618
11128,145,20,41191
10799,145,25,49173
14799,145,27,27904
10999,0,33,41243
8825,20,27,34274
7175,20,27,64378
6800,0,33,36083
18498,145,21,8903
6499,20,26,115068
17999,145,21,153
8499,145,25,50083
7999,145,25,30256
9599,150,18,12740
13999,150,23,27211
10499,150,28,40234
22998,150,21,1609
12999,150,26,70811
10998,145,18,3695
15999,145,26,24140
16799,145,26,7500
6999,125,23,55960
10999,145,28,13110
15999,145,26,13422
14999,145,25,9941
16998,145,26,6682
14499,145,26,16174
14998,145,25,16840
11999,0,25,32198
28998,145,15,4804
19998,145,18,19360
8499,30,24,24142
9999,145,28,30442
10499,145,28,51182
7999,0,28,49729
10999,200,20,68185
13399,150,25,15818
9699,0,28,27890
17499,145,21,9173
18200,145,21,1294
16499,160,19,24301
15999,145,21,7150
10414,20,27,38621
12999,125,22,27846
16749,235,16,45855
18681,145,18,28188
13249,125,22,14045
15999,150,26,41022
12999,150,23,25119
8999,150,28,46875
9999,150,27,19312
6999,0,25,99779
5999,0,28,99274
8499,145,28,19975
9999,145,22,22143
8999,30,24,40234
10999,145,20,56076
9933,165,19,26049
3999,150,20,205262
8444,150,28,68859
11211,20,26,36638
10483,150,32,40234
4352,240,19,206070
10999,150,20,73561
12222,30,27,62121
3888,30,25,81151
19710,145,20,9159
17999,150,26,19335
7299,165,19,59893
17999,150,27,28942
5999,200,18,29343
7999,125,23,46521
13583,20,29,34952
12918,160,19,73968
11499,145,26,33833
17986,150,22,85029
17998,150,23,45346
3999,30,25,53054
20499,150,20,4110
15999,145,19,1608
10299,125,26,93044
14999,125,25,42609
4699,125,21,63762
16999,150,22,17185
9399,20,29,29749
32999,145,18,79
14299,150,25,4342
16499,145,19,5158
9299,0,25,33741
17499,150,23,24
14299,150,25,6785
14499,150,24,14537
20499,145,30,5749
25499,145,16,2050
19499,145,20,8941
12999,30,27,20669
5299,150,20,126763
9499,150,26,49608
16498,145,26,9376
20999,150,21,6360
22999,150,21,3182
17499,150,26,13100
10999,150,32,68609
10999,150,23,90619
11999,145,23,34414
7999,20,26,83647
15999,150,34,14011
13499,150,27,39001
3999,30,25,98183
3699,160,22,97310
3299,30,25,98873
7599,125,22,50116
6395,20,29,144470
9495,150,19,46671
11299,0,32,38019
14999,145,25,15726
10499,160,19,43064
14499,145,26,14521
11999,145,25,43288
9999,125,23,28088
8999,20,26,53849
9999,145,20,30978
15499,145,24,6059
14999,145,23,23332
11499,125,26,44022
14299,145,28,15778
21499,145,18,16520
11699,125,24,40079
24999,145,18,8023
11499,30,24,29589
9299,0,38,26100
25999,145,23,17883
14499,145,25,6865
19999,145,20,6735
10499,0,28,21927
10000,125,25,143563
4699,30,24,108189
9500,205,20,108326
15124,145,32,27928
13999,145,23,74838
3250,30,24,69202
12495,145,27,30407
8995,145,23,22143
6995,30,24,90131
9895,30,25,16460
21699,145,21,18997
23999,145,21,9389
10999,20,27,18128
17998,145,32,16451
18699,145,22,6867
16499,145,19,6985
9999,145,29,35362
14999,145,23,22521
10299,0,28,13134
6500,0,28,69493
8500,0,32,60664
5799,30,23,73687
8299,0,33,73225
14499,125,24,52773
5699,30,26,82620
10000,0,32,31379
8199,145,21,142539
8000,160,20,89531
8000,145,20,102930
6495,125,23,67425
10995,115,25,49503
17995,145,23,24773
7995,0,25,42197
8211,20,26,74483
8999,0,28,15236
13487,150,22,86792
12434,150,22,49841
10587,0,32,81314
14555,150,16,18652
5999,0,28,67612
4499,145,20,116321
14598,145,24,16987
14299,145,21,9268
15999,145,21,14339
7799,30,26,72972
13499,20,29,49173
9599,200,20,100342
13299,30,26,51460
9999,145,29,48884
8399,145,20,106102
8749,145,20,90298
14199,145,25,22342
6561,0,28,63377
9078,0,25,27058
4490,150,21,84912
5990,205,20,174361
6490,0,33,103616
12495,145,23,13887
10600,0,28,47247
15299,145,23,3700
15699,145,26,14490
15999,145,26,7817
9699,145,18,14484
20499,145,13,21261
17999,145,22,3219
9599,30,27,37528
8000,145,38,106554
9195,30,27,153129
9795,0,29,165665
9000,0,33,98476
12295,145,22,119091
6000,0,32,79582
7000,0,32,123742
4500,145,20,157603
9600,125,23,26562
14800,235,17,57473
12999,145,25,30515
10999,145,20,21984
16199,145,27,21214
8150,555,12,111659
8999,20,26,29107
11000,20,29,48938
16300,150,26,25468
7695,0,28,51966
10499,125,25,87595
6000,30,23,50089
10299,145,27,28730
6299,0,32,145449
5500,0,33,108429
5299,0,28,103370
8700,125,23,67634
15500,150,27,23764
15400,150,23,46677
10500,165,19,25149
11768,145,25,24744
11799,145,26,45597
16499,145,29,51906
14199,125,26,82469
7999,0,28,24312
13000,145,25,17436
12000,145,27,45618
5500,30,25,41466
7500,0,28,48031
16000,125,26,47838
8200,0,28,32810
7500,0,32,51489
11300,145,28,21807
12798,150,38,12875
16998,145,19,1751
18999,150,19,32
15299,150,27,35166
8999,150,23,19396
5999,30,23,67409
20999,150,22,3219
13998,150,21,9131
16999,150,23,39014
6299,30,23,45935
10200,145,28,49466
13200,145,26,29501
7200,0,33,63271
8800,0,28,49265
16600,145,16,34569
21000,145,24,14795
6999,20,29,47675
9499,165,19,20115
15299,145,26,23673
9700,145,27,48737
12500,30,27,42720
5300,30,25,28046
11300,145,28,23459
12000,0,33,72472
16500,125,26,44120
12000,145,26,23529
10100,145,24,62607
10800,145,24,47931
10500,145,22,18536
9400,0,32,77495
9500,0,32,53906
9999,20,29,41984
7699,145,25,25751
8299,0,33,25846
6499,20,25,66060
9299,160,19,29802
16998,145,22,3413
12799,145,27,34952
6499,145,21,41516
16998,145,26,8961
14998,145,25,10564
13998,145,27,11468
19698,145,17,5665
12498,145,28,20649
7299,20,26,72919
7499,125,23,6742
10999,145,26,32596
14999,145,23,38019
9699,145,28,15990
13499,145,21,43555
21999,150,21,4023
9299,20,26,64219
17299,145,19,1386
20799,145,20,15020
14999,150,21,2445
11299,20,27,16673
8999,0,28,14775
6799,125,26,94747
8499,0,32,74514
12999,145,25,15966
14799,150,24,711
20999,150,23,18324
13799,145,23,12011
12399,145,34,29333
10999,145,18,4649
18999,160,21,35433
7999,0,33,42186
11699,145,23,30059
21999,145,12,12151
13799,145,19,2760
15999,145,26,8293
11999,145,24,5486
15699,145,26,9970
11899,145,22,78523
10499,145,20,496
16399,145,19,1505
8199,150,23,49101
17799,150,22,2453
19999,145,16,22674
21799,150,16,9790
11000,125,26,57379
8400,160,19,31669
22000,145,19,52006
8300,0,28,37425
11250,20,26,10857
7999,125,22,19972
13100,145,24,18638
12000,125,26,34712
10650,20,29,32187
9700,0,28,20849
7400,30,23,25088
10400,0,32,40877
13300,240,16,35520
9400,165,19,28234
10800,125,22,36958
8200,0,28,50327
11000,0,32,44865
6995,125,23,55756
10495,0,32,13375
15995,145,16,12291
9495,160,19,10622
14995,125,25,23566
6495,0,28,78381
11495,145,28,24694
12000,160,19,39868
8300,0,28,61224
19000,200,20,50364
8500,0,28,36431
10300,150,20,58741
10700,150,24,16093
8500,20,26,67438
11000,0,32,23530
8350,20,26,75534
16500,145,18,31718
7700,20,26,88197
13500,30,27,77123
15500,145,22,46446
12500,145,21,20117
10500,145,26,49782
8300,20,26,29581
9650,20,26,37498
11500,0,29,55471
12950,160,19,24140
13000,160,19,12875
12300,150,24,17981
13250,160,19,40234
11100,145,29,68397
10900,145,24,11816
12700,160,19,26206
13100,145,22,44036
9000,0,25,35906
7600,125,23,28707
10200,145,20,47556
12600,145,25,20379
9799,30,25,45717
12199,150,32,28894
14599,150,16,49553
16799,150,19,697
14999,30,27,40036
17399,150,19,396
14999,125,26,41094
6999,30,26,81103
10999,20,29,26160
11999,150,26,20093
9000,150,19,43171
12200,150,16,71334
12000,150,19,31688
11700,150,19,41796
13700,150,26,45013
15000,150,19,39569
9500,30,24,35154
8500,20,27,38103
8700,0,28,24140
10200,200,20,42084
15999,150,23,3879
12999,145,25,14053
12999,145,25,14978
14199,145,21,10195
17499,145,23,52865
8299,30,27,59080
14399,145,21,11212
8799,0,28,16705
17999,145,23,37977
8200,0,28,34973
10800,0,32,64374
11200,0,32,23080
15500,145,23,67914
10000,30,28,43657
13000,165,19,61446
10700,150,26,42994
15400,240,16,28968
9800,20,26,44838
16500,150,23,76862
9400,150,19,40234
10500,165,19,10771
14800,125,24,52254
6900,125,23,59629
14800,150,23,95305
14000,165,19,38624
8700,0,28,50532
14500,165,19,50763
14500,125,26,69604
10750,165,19,72420
14999,30,27,40036
19199,165,21,58165
22599,150,16,9440
13699,150,24,66699
15999,150,24,295
10499,125,26,39212
16799,150,19,697
11999,150,28,9897
8999,20,27,65276
9999,20,27,37012
10200,20,26,19999
15900,20,29,49703
9800,30,27,36732
10100,0,32,62182
10500,30,25,21955
10800,125,22,25593
9850,160,19,30969
10000,125,22,40058
8400,125,23,59064
19500,160,21,46262
10700,0,33,76296
10500,125,22,19145
25500,145,20,19545
7800,0,28,47495
7900,0,28,47196
9100,0,32,61765
17700,235,16,23506
7500,0,28,71236
8200,0,28,47522
11600,20,29,35922
8700,0,28,19489
8900,20,27,57132
7995,145,28,66931
8495,145,25,18607
9995,150,28,39953
15295,150,21,8933
10295,20,26,75177
10995,150,26,39347
15600,145,25,19312
10200,160,19,16093
7900,0,28,22812
20200,145,16,10956
12000,165,19,32187
14250,165,19,21490
9450,150,22,14040
9450,150,19,27359
9650,150,26,43452
10800,125,26,50844
9300,0,33,78706
8650,20,27,43840
12489,150,32,21774
14989,125,26,35698
9989,150,25,25780
14295,145,25,17035
9295,0,28,56568
10795,145,24,65996
16495,145,26,40800
14695,145,23,14993
4495,145,20,123919
4695,145,20,107826
12200,20,29,62399
9800,125,25,38746
7500,0,28,58614
12000,160,19,35003
7100,0,28,53797
11800,0,32,26734
8100,20,29,63749
11000,145,20,41716
10150,0,32,47155
11250,150,27,47416
13495,145,28,9687
13995,145,23,24269
13489,145,25,18134
9489,0,32,61155
11489,150,25,11586
7489,125,23,53108
10789,150,22,35405
9789,0,25,35243
10989,150,26,32187
12299,150,26,19473
10989,150,26,18115
10489,150,28,18836
10489,150,28,24787
22500,150,13,6486
13489,150,32,5712
13799,145,23,13267
15999,145,27,44833
6789,165,19,49890
10489,150,28,30798
10489,150,28,31398
8489,150,25,13197
17289,145,19,14412
14689,145,23,47817
15489,145,27,10792
8489,20,29,59256
10489,125,22,19982
14489,145,25,22153
14489,145,27,27063
15489,145,21,6302
7189,125,23,45224
14289,145,21,3673
19289,145,24,45853
17289,145,26,19360
7999,125,23,24259
9800,20,30,71072
16500,145,23,48280
8600,145,28,41952
8000,20,26,80467
12400,125,25,47649
7250,0,28,62491
23000,150,20,21966
13700,125,25,58817
11500,150,22,33366
12200,125,26,86904
11999,145,20,32958
10999,145,32,26899
16999,145,26,5168
6699,145,25,32671
24999,145,15,10857
11999,145,25,7725
9989,145,28,40843
13989,145,25,12125
12000,145,23,58963
12289,145,26,22711
11489,150,28,29575
11889,150,26,15466
11489,0,32,32093
8289,0,28,33796
9989,150,27,23860
9989,150,28,37966
32489,145,16,1073
9989,145,28,27714
7389,160,19,97236
8289,125,23,97304
7389,125,23,14067
22389,145,16,12878
16989,145,26,3412
13989,145,23,34
19989,145,20,12231
14200,30,27,43858
10200,0,32,44920
10900,30,23,65983
18200,145,20,3751
12500,145,23,98252
11000,125,25,77139
10200,0,32,69578
10300,125,22,82376
10700,20,26,29745
17489,145,18,14529
15289,145,18,38326
9589,145,28,13935
8789,125,22,37734
17989,145,32,25143
19989,150,17,12706
5489,30,26,120700
13289,125,26,32267
15250,150,25,7242
10489,20,26,6373
15789,150,26,14162
9989,150,28,36889
7989,160,19,59499
7989,20,29,73756
7349,160,19,93078
18500,150,23,34087
35488,145,13,19
35989,145,13,19
13449,145,13,47902
9489,145,20,30108
7489,145,28,46822
11400,125,26,54656
10800,150,19,30613
18000,150,26,1418
8489,145,28,51341
14489,150,27,12799
12489,145,21,48361
8489,20,29,95965
16949,125,22,62990
3989,20,29,119082
3789,20,29,115345
7989,0,25,20600
10589,125,26,95683
8289,20,26,70552
7589,20,29,88187
9489,0,25,59657
8389,125,23,58475
8949,20,26,70700
8489,0,25,109640
9989,145,26,51267
9689,20,26,50585
14000,30,27,53734
8000,145,20,42419
21700,150,20,34139
7700,165,18,49206
9000,0,33,64774
15000,150,26,37583
10500,20,26,35806
13000,150,32,39776
15500,125,26,57833
15700,150,23,27883
8000,0,28,34046
19700,165,21,30700
13000,150,32,24723
18000,145,20,13852
7500,20,27,89283
14800,150,25,592
11200,20,29,34548
12500,145,25,29942
10300,150,28,30042
9700,150,20,41999
10700,150,32,72261
14000,160,19,38203
14800,125,26,53762
18800,145,16,12165
9200,125,23,15337
14300,125,26,41191
10300,145,28,44283
9800,0,28,41373
11000,125,22,40127
10500,150,28,39458
20800,150,21,44210
10000,150,28,35502
24800,150,20,14436
10000,150,18,16175
11200,0,32,38460
9500,20,27,44746
8600,150,25,17109
11000,0,28,36577
11800,20,26,21889
10500,165,19,33315
14000,150,23,18546
13500,150,32,41094
9300,150,24,33637
7800,125,25,65753
18500,150,22,12701
20500,165,21,48691
13300,150,21,3198
17000,145,23,29905
9700,20,27,46391
15000,150,23,54409
9000,30,27,88134
8700,125,24,61041
12500,145,25,22632
13500,145,25,19217
12800,145,24,21541
5000,30,25,56536
12000,125,22,40330
9689,145,24,17703
11989,145,20,42924
17000,145,32,26644
12989,145,32,28950
16289,145,34,14040
18139,145,21,28199
10789,145,26,35159
13000,145,25,13266
17249,145,32,12804
18489,145,25,15397
9999,145,28,31867
10989,145,26,27618
6889,30,23,57936
8189,125,23,36833
10489,20,26,38819
10289,145,28,33489
4200,30,25,82121
8300,30,26,76220
14800,125,26,50353
9400,145,23,15136
12300,0,29,44777
13400,145,27,39419
18000,145,32,23427
17800,145,19,1738
18500,125,24,45968
16000,145,26,10216
11000,145,38,35372
13000,150,22,2327
11000,20,29,53840
16000,145,27,13675
17000,145,25,6560
8700,0,32,98643
10700,145,27,32845
8700,125,23,31714
9800,20,26,32988
10000,0,32,30410
9000,0,32,71321
9400,145,27,48839
10200,160,19,41077
17000,145,26,19542
12000,145,25,20894
8000,20,27,52400
10300,145,20,58852
11700,145,20,60941
13000,145,25,15672
6500,30,23,55558
7000,0,28,49421
10800,145,28,42240
6800,30,23,52526
9800,0,28,30009
17600,145,26,14688
15800,125,26,43924
12000,160,19,38886
8600,125,23,31982
9000,145,28,52254
25500,145,20,32699
7000,0,28,71970
11000,145,28,50984
17500,145,18,36796
11200,145,24,33582
11500,145,24,28083
13800,145,25,36836
10300,145,28,28860
10400,0,33,42932
16400,145,22,6352
11300,145,32,35061
9000,145,28,41284
8400,125,23,36085
15500,145,26,26853
10500,145,28,20184
8100,30,25,9986
10300,0,28,28302
17000,125,22,90722
18000,145,16,16542
9300,0,33,53525
10300,0,28,33658
8200,0,28,57719
8100,125,23,26004
8700,0,33,39204
8000,0,28,52685
7500,0,28,53750
19000,145,18,14384
10700,145,20,57943
9900,0,28,25621
8300,145,20,18646
6000,20,25,80597
5995,0,28,96036
8995,155,19,57936
15800,145,19,3639
15100,145,23,29129
9600,0,28,28094
11900,145,26,27591
10000,145,24,22539
11300,145,28,23527
16000,145,26,42924
14400,150,23,46497
10600,30,24,31955
12700,145,32,41434
11000,150,28,20146
10800,20,27,33177
6500,0,34,28320
12500,145,26,17632
11300,145,26,26742
12500,150,22,34918
10700,205,20,70673
12500,145,25,24435
13200,145,27,3373
7700,30,24,84024
9500,30,27,55231
15500,150,26,13768
7900,20,29,66623
6300,30,23,68719
8600,125,23,27439
7500,0,28,75129
8700,125,23,32071
16100,145,26,43467
11500,0,32,9770
12600,145,26,25819
11700,145,26,33299
9600,0,32,43510
9000,160,19,53367
12500,145,26,18121
13000,145,25,20777
16500,125,26,46787
10300,145,28,19663
8200,125,23,55229
8800,20,27,75890
9500,0,28,47973
21500,145,24,18836
9200,0,28,52244
9000,20,27,65643
9900,20,26,29192
12500,145,22,28260
8500,30,26,53757
10700,0,28,43069
13700,30,27,48721
9000,0,28,53634
15800,150,22,15797
11500,125,26,75243
10000,20,29,49402
10500,0,28,44994
14000,125,26,46613
21000,145,12,10102
14300,125,26,39556
7200,125,23,59127
17200,145,16,24748
11600,145,26,25954
11000,200,20,65363
10000,150,28,32362
10000,0,32,74043
14000,125,26,41730
11000,150,28,31701
10800,20,27,30626
12500,125,26,27002
10500,145,28,24533
18000,145,26,9223
12000,20,27,12273
15800,145,26,48494
19000,145,16,8436
18200,145,16,9222
10300,145,28,45834
17400,145,19,13852
14000,150,23,62154
8800,150,28,61665
10700,110,21,87139
12000,145,20,37696
22000,145,20,28188
14000,145,24,15171
11700,125,22,39871
11000,20,27,29210
12000,0,25,10934
15000,125,26,47770
17700,145,26,3000
10900,125,22,33888
8400,20,29,55796
18300,20,29,15488
12300,145,32,52035
7700,125,23,50371
11000,145,32,50660
8000,125,23,53126
11800,145,20,58047
9400,160,19,18754
11300,30,24,33449
8900,0,32,76271
12300,20,26,23696
12700,145,25,21240
7400,30,24,62243
12400,145,26,21763
18000,145,23,15318
9800,150,20,10953
7500,0,28,21863
6600,125,23,75307
12000,150,22,64401
12000,145,20,23232
11000,0,28,40703
15000,145,25,15981
7000,0,28,61383
17500,145,22,38056
8400,0,32,87630
9300,145,20,13568
10600,20,26,48254
12000,145,28,46241
10800,0,32,29319
18500,145,32,18855
6500,30,25,21874
9300,0,32,53989
14300,145,34,30389
9400,125,23,17366
17600,200,18,26382
11500,145,23,38476
13500,145,25,42099
9300,20,26,41843
13800,145,25,8225
10800,145,27,27293
10000,20,27,31604
8900,0,33,75468
14000,145,27,32102
13500,145,21,48391
6200,30,23,28892
12500,145,27,27256
16500,115,24,42689
16000,235,16,26017
8500,20,29,63799
12500,145,25,12347
11000,145,25,30792
9000,145,27,46724
10300,145,28,24126
10300,145,28,37081
9500,145,27,20017
6600,30,25,30682
8600,125,23,41729
11400,145,28,48512
12700,145,32,34421
12300,0,29,33049
14000,145,23,82525
20000,160,21,18739
10800,0,33,41185
6200,30,25,25508
9100,0,28,21605
14200,145,34,33774
14400,145,34,27248
11700,145,28,54578
10200,0,33,51183
6800,30,23,51827
18400,145,23,48224
9000,160,19,30029
7800,145,25,44189
9000,20,29,52329
9600,20,27,30272
8500,150,27,19721
8000,165,19,23033
7699,150,23,140800
10799,150,22,34911
7000,165,22,58817
10499,0,32,66949
8295,0,32,145146
8000,125,25,130630
8500,0,33,138097
8000,20,29,159807
7000,125,22,152213
7499,160,19,108358
5000,200,17,149323
10500,125,25,89027
9299,145,19,35705
12000,30,26,129500
9000,200,20,68432
10000,150,28,16415
6500,0,32,141976
8295,145,32,96609
10295,30,27,115036
8195,150,20,56697
7695,0,32,81079
11695,20,29,92408
11490,140,26,31509
15990,145,17,18522
8100,30,25,26947
9000,0,28,46859
10000,145,24,23215
16800,145,29,3573
9300,0,38,30252
17000,200,18,28180
10500,0,28,51143
6200,30,25,29663
6300,30,23,64660
14500,145,23,16031
22800,145,20,439
9000,0,28,40430
7650,125,26,58646
9375,145,19,15503
9275,20,26,44176
11495,160,19,30658
17650,145,19,5348
8250,145,28,29345
3895,145,21,98445
7895,30,25,67299
7995,125,23,40887
15750,145,15,25075
14000,145,24,62692
18500,145,17,8512
11375,145,26,31356
18250,145,22,51045
11750,145,32,40982
12350,145,24,6400
17325,145,23,39350
9725,0,32,29436
6295,145,21,54718
8795,0,28,62581
7425,30,25,39009
8500,0,28,37750
14985,150,25,8690
9985,145,28,21815
1999,200,18,182647
1299,30,27,157001
2499,30,27,140050
17369,150,17,17614
2495,205,18,172199
2995,145,23,157715
1795,160,19,101388
1795,160,19,101388
3495,145,23,220480
9750,30,25,49862
6925,30,24,50466
9250,0,28,34002
9689,0,28,40216
10998,0,33,36252
4499,30,25,50854
9850,0,28,31559
14695,20,29,54550
8985,20,27,39842
8695,120,24,49890
6495,30,23,74030
7995,145,20,37015
10495,205,20,62764
16325,160,21,85623
7250,0,32,53108
13750,150,22,22531
8750,0,32,65983
18900,200,18,25749
13000,145,25,27037
16250,200,18,31382
13750,20,29,61155
4499,145,20,149979
3399,145,23,230076
2799,30,24,143275
11500,145,22,47886
3989,150,21,142802
29989,150,16,7300
19000,145,19,7725
16000,145,28,16335
7500,200,20,110401
5250,20,29,107826
7750,0,28,72420
13000,145,26,4828
8000,125,23,93342
6250,145,20,85295
11000,125,26,61155
15500,145,26,16093
13500,235,16,54235
20000,145,26,161
16489,145,29,27608
11989,145,24,13879
8289,150,28,45713
28489,150,9,25337
16489,145,26,65433
12489,145,23,86306
14789,145,26,16808
3689,145,21,123353
9388,0,29,52754
12389,145,28,24056
8000,0,28,45062
14500,145,21,14484
4650,125,21,83686
8800,150,23,25749
8000,0,28,64374
8750,125,23,30577
9989,20,29,45486
13989,145,25,23195
13489,145,27,47665
14989,145,23,14759
12489,145,25,18705
7489,20,29,83467
11689,0,32,22743
24989,150,15,10879
13289,150,32,21544
15489,145,26,11087
10689,0,32,24682
12989,145,26,15907
9489,145,28,55007
9000,145,20,92613
8900,125,23,41070
6489,30,23,75892
9989,30,24,44402
11589,145,26,28963
13989,30,27,17027
9489,145,22,36690
12189,145,26,16549
16989,160,19,23210
13189,145,27,37239
16989,145,23,39096
4489,125,21,108059
16489,145,22,8898
17489,125,24,27489
9789,145,28,26678
9289,145,27,25888
9688,145,28,27611
8889,145,27,17624
9889,145,28,22668
16000,145,23,45913
13000,145,30,39403
12000,145,32,29155
13300,145,33,32671
8800,125,23,44566
8000,0,32,48644
17500,145,25,42747
11989,145,32,46809
9489,145,28,47165
8989,0,28,27261
7989,145,25,41746
9989,0,28,8950
8489,125,23,40748
13989,145,22,25852
5989,30,23,87839
10489,145,27,34630
10289,0,32,32596
10700,30,24,76621
16000,145,22,48568
